,0
16946,SNRPG
16947,SNRPN
16948,SNTA1
16949,SNTB1
16950,SNTB2
16951,SNTG1
16952,SNTG2
16953,SNTN
16954,SNUPN
16955,SNURF
16956,SNW1
16957,SNX10
16958,SNX11
16959,SNX12
16960,SNX13
16961,SNX14
16962,SNX15
16963,SNX16
16964,SNX17
16965,SNX18
16966,SNX19
16967,SNX1
16968,SNX20
16969,SNX21
16970,SNX22
16971,SNX24
16972,SNX25
16973,SNX27
16974,SNX29
16975,SNX2
16976,SNX30
16977,SNX31
16978,SNX32
16979,SNX33
16980,SNX3
16981,SNX4
16982,SNX5
16983,SNX6
16984,SNX7
16985,SNX8
16986,SNX9
16987,SOAT1
16988,SOAT2
16989,SOBP
16990,SOCS1
16991,SOCS2
16992,SOCS3
16993,SOCS4
16994,SOCS5
16995,SOCS6
16996,SOCS7
16997,SOD1
16998,SOD2
16999,SOD3
17000,SOHLH1
17001,SOHLH2
17002,CAPN15
17003,SON
17004,SORBS1
17005,SORBS2
17006,SORBS3
17007,SORCS1
17008,SORCS2
17009,SORCS3
17010,SORD
17011,SORL1
17012,SORT1
17013,SOS1
17014,SOS2
17015,SOSTDC1
17016,SOST
17017,SOX10
17018,SOX11
17019,SOX12
17020,SOX13
17021,SOX14
17022,SOX15
17023,SOX17
17024,SOX18
17025,SOX1
17026,SOX21
17027,SOX2-OT
17028,SOX2
17029,SOX30
17030,SOX3
17031,SOX4
17032,SOX5
17033,SOX6
17034,SOX7
17035,SOX8
17036,SOX9
17037,SP100
17038,SP110
17039,SP140L
17040,SP140
17041,SP1
17042,SP2
17043,SP3
17044,SP4
17045,SP5
17046,SP6
17047,SP7
17048,SP8
17049,SP9
17050,SPA17
17051,SPACA1
17052,SPACA3
17053,SPACA4
17054,SPACA5
17055,SPAG11A
17056,SPAG11B
17057,SPAG16
17058,SPAG17
17059,SPAG1
17060,SPAG4
17061,SPAG5
17062,SPAG6
17063,SPAG7
17064,SPAG8
17065,SPAG9
17066,SPAM1
17067,SPANXA2
17068,SPANXB1
17069,SPANXC
17070,SPANXD
17071,SPANXN1
17072,SPANXN2
17073,SPANXN3
17074,SPANXN4
17075,SPANXN5
17076,SPARCL1
17077,SPARC
17078,SPAST
17079,SPATA12
17080,SPATA13
17081,SPATA16
17082,SPATA17
17083,SPATA18
17084,SPATA19
17085,SPATA1
17086,SPATA20
17087,SPATA21
17088,SPATA22
17089,SPATA24
17090,SPATA2L
17091,SPATA2
17092,SPATA3
17093,SPATA4
17094,SPATA5L1
17095,SPATA5
17096,SPATA6
17097,SPATA7
17098,SPATA8
17099,SPATA9
17100,SPATC1
17101,SPATS1
17102,SPATS2L
17103,SPATS2
17104,SPC24
17105,SPC25
17106,SPCS1
17107,SPCS2
17108,SPCS3
17109,SPDEF
17110,SPDYA
17111,SPDYC
17112,SPDYE1
17113,SPDYE2
17114,SPDYE3
17115,SPDYE4
17116,SPDYE5
17117,SPDYE6
17118,SPDYE7P
17119,SPDYE8P
17120,SPEF1
17121,SPEF2
17122,SPEG
17123,SPEM1
17124,SPEN
17125,SPERT
17126,SPESP1
17127,SPG11
17128,SPART
17129,SPG21
17130,SPG7
17131,SPHAR
17132,SPHK1
17133,SPHK2
17134,SPHKAP
17135,SPI1
17136,SPIB
17137,SPIC
17138,SPIN1
17139,SPIN2A
17140,SPIN2B
17141,SPIN3
17142,SPIN4
17143,SPINK13
17144,SPINK14
17145,SPINK1
17146,SPINK2
17147,SPINK4
17148,SPINK5
17149,SPINK6
17150,SPINK7
17151,SPINK8
17152,SPINK9
17153,EPPIN
17154,SPINT1
17155,SPINT2
17156,SPINT3
17157,SPINT4
17158,SPIRE1
17159,SPIRE2
17160,SPNS1
17161,SPNS2
17162,SPNS3
17163,SPN
17164,SPO11
17165,SPOCD1
17166,SPOCK1
17167,SPOCK2
17168,SPOCK3
17169,SPON1
17170,SPON2
17171,SPOPL
17172,SPOP
17173,SPP1
17174,SPP2
17175,SPPL2A
17176,SPPL2B
17177,SPPL3
17178,SPRED1
17179,SPRED2
17180,SPRED3
17181,SPRN
17182,SPRR1A
17183,SPRR1B
17184,SPRR2A
17185,SPRR2B
17186,SPRR2C
17187,SPRR2D
17188,SPRR2E
17189,SPRR2F
17190,SPRR2G
17191,SPRR3
17192,SPRR4
17193,SPRY1
17194,SPRY2
17195,SPRY3
17196,SPRY4
17197,SPRYD3
17198,SPRYD4
17199,TRIM51
17200,SPR
17201,SPSB1
17202,SPSB2
17203,SPSB3
17204,SPSB4
17205,SPTA1
17206,SPTAN1
17207,SPTBN1
17208,SPTBN2
17209,SPTBN4
17210,SPTBN5
17211,SPTB
17212,SPTLC1
17213,SPTLC2
17214,SPTLC3
17215,SPTY2D1
17216,SPZ1
17217,SQLE
17218,SQOR
17219,SQSTM1
17220,U2SURP
17221,SRA1
17222,SRBD1
17223,SRCAP
17224,SRCIN1
17225,SSC4D
17226,SRC
17227,SRD5A1
17228,SRD5A2
17229,SRD5A3
17230,SREBF1
17231,SREBF2
17232,SRFBP1
17233,SRF
17234,SRGAP1
17235,SRGAP2
17236,SRGAP3
17237,SRGN
17238,SRI
17239,SRL
17240,SRMS
17241,SRM
17242,SRP14
17243,SRP19
17244,SRP54
17245,SRP68
17246,SRP72
17247,SRP9
17248,SRPK1
17249,SRPK2
17250,SRPK3
17251,SRPRB
17252,SRPRA
17253,SRPX2
17254,SRPX
17255,SRRD
17256,SRRM1
17257,SRRM2
17258,SRRM3
17259,SRRM4
17260,SRRM5
17261,SRRT
17262,SRR
17263,SRXN1
17264,SRY
17265,SS18L1
17266,SS18L2
17267,SS18
17268,SSBP1
17269,SSBP2
17270,SSBP3
17271,SSBP4
17272,SSB
17273,SSC5D
17274,ITPRID2
17275,SSH1
17276,SSH2
17277,SSH3
17278,SSNA1
17279,SSPN
17280,SSPO
17281,SSR1
17282,SSR2
17283,SSR3
17284,SSR4
17285,SSRP1
17286,SSSCA1
17287,SSTR1
17288,SSTR2
17289,SSTR3
17290,SSTR4
17291,SSTR5
17292,SST
17293,SSU72
17294,SSX1
17295,SSX2IP
17296,SSX2
17297,SSX3
17298,SSX4
17299,SSX5
17300,SSX6P
17301,SSX7
17302,SSX8P
17303,ST13
17304,ST14
17305,ST18
17306,ST20
17307,ST3GAL1
17308,ST3GAL2
17309,ST3GAL3
17310,ST3GAL4
17311,ST3GAL5
17312,ST3GAL6
17313,ST5
17314,ST6GAL1
17315,ST6GAL2
17316,ST6GALNAC1
17317,ST6GALNAC2
17318,ST6GALNAC3
17319,ST6GALNAC4
17320,ST6GALNAC5
17321,ST6GALNAC6
17322,ST7L
17323,ST7-AS1
17324,ST7-AS2
17325,ST7-OT3
17326,ST7-OT4
17327,ST7
17328,ST8SIA1
17329,ST8SIA2
17330,ST8SIA3
17331,ST8SIA4
17332,ST8SIA5
17333,ST8SIA6
17334,STAB1
17335,STAB2
17336,STAC2
17337,STAC3
17338,STAC
17339,STAG1
17340,STAG2
17341,STAG3L1
17342,STAG3L2
17343,STAG3L3
17344,STAG3L4
17345,STAG3
17346,STAM2
17347,STAMBPL1
17348,STAMBP
17349,STAM
17350,STAP1
17351,STAP2
17352,STARD10
17353,STARD13
17354,STARD3NL
17355,STARD3
17356,STARD4
17357,STARD5
17358,STARD6
17359,STARD7
17360,STARD8
17361,STAR
17362,STAT1
17363,STAT2
17364,STAT3
17365,STAT4
17366,STAT5A
17367,STAT5B
17368,STAT6
17369,STATH
17370,STAU1
17371,STAU2
17372,STBD1
17373,STC1
17374,STC2
17375,STEAP1
17376,STEAP2
17377,STEAP3
17378,STEAP4
17379,STH
17380,STIL
17381,STIM1
17382,STIM2
17383,STIP1
17384,STK10
17385,STK11IP
17386,STK11
17387,STK16
17388,STK17A
17389,STK17B
17390,STK19
17391,STK24
17392,STK25
17393,STK31
17394,STK32A
17395,STK32B
17396,STK32C
17397,STK33
17398,STK35
17399,STK36
17400,STK38L
17401,STK38
17402,STK39
17403,STK3
17404,STK40
17405,STK4
17406,RNF217-AS1
17407,STMN1
17408,STMN2
17409,STMN3
17410,STMN4
17411,STOML1
17412,STOML2
17413,STOML3
17414,STOM
17415,STON1-GTF2A1L
17416,STON1
17417,STON2
17418,STOX1
17419,STOX2
17420,BHLHE40___CENPX
17421,STRA6
17422,STRA8
17423,STRADA
17424,STRADB
17425,STRAP
17426,STRBP
17427,STRC
17428,STRN3
17429,STRN4
17430,STRN
17431,STS
17432,STT3A
17433,STT3B
17434,STUB1
17435,STX10
17436,STX11
17437,STX12
17438,STX16
17439,STX17
17440,STX18
17441,STX19
17442,STX1A
17443,STX1B
17444,STX2
17445,STX3
17446,STX4
17447,STX5
17448,STX6
17449,STX7
17450,STX8
17451,STXBP1
17452,STXBP2
17453,STXBP3
17454,STXBP4
17455,STXBP5L
17456,STXBP5
17457,STXBP6
17458,STYK1
17459,STYXL1
17460,STYX
17461,SUB1
17462,SUCLA2
17463,SUCLG1
17464,SUCLG2
17465,SUCNR1
17466,SUDS3
17467,SUFU
17468,SUGT1P3
17469,SUGT1P1
17470,SUGT1
17471,SULF1
17472,SULF2
17473,SULT1A1
17474,SULT1A2
17475,SULT1A3
17476,SULT1B1
17477,SULT1C2
17478,SULT1C3
17479,SULT1C4
17480,SULT1E1
17481,SULT2A1
17482,SULT2B1
17483,SULT4A1
17484,SULT6B1
17485,SUMF1
17486,SUMF2
17487,SUMO1P1
17488,SUMO1P3
17489,SUMO1
17490,SUMO2
17491,SUMO3
17492,SUMO4
17493,SUN1
17494,SUN2
17495,SUN3
17496,SUN5
17497,SUOX
17498,SUPT16H
17499,SUPT3H
17500,SUPT4H1
17501,SUPT5H
17502,SUPT6H
17503,SUPT7L
17504,SUPV3L1
17505,SURF1
17506,SURF2
17507,SURF4
17508,SURF6
17509,SUSD1
17510,SUSD2
17511,SUSD3
17512,SUSD4
17513,SUSD5
17514,SUV39H1
17515,SUV39H2
17516,KMT5B
17517,KMT5C
17518,SUZ12P1
17519,SUZ12
17520,SV2A
17521,SV2B
17522,SV2C
17523,SVEP1
17524,SVIL
17525,SVIP
17526,SVOPL
17527,SVOP
17528,SWAP70
17529,SYAP1
17530,SYBU
17531,SYCE1L
17532,SYCE1
17533,SYCE2
17534,SYCN
17535,SYCP1
17536,SYCP2L
17537,SYCP2
17538,SYCP3
17539,SYDE1
17540,SYDE2
17541,SYF2
17542,SYK
17543,SYMPK
17544,SYN1
17545,SYN2
17546,SYN3
17547,SYNCRIP
17548,SYNC
17549,SYNE1
17550,SYNE2
17551,SYNGAP1
17552,SYNGR1
17553,SYNGR2
17554,SYNGR3
17555,SYNGR4
17556,SYNJ1
17557,SYNJ2BP
17558,SYNJ2
17559,SYNM
17560,SYNPO2L
17561,SYNPO2
17562,SYNPO
17563,SYNPR
17564,SYNRG
17565,SYPL1
17566,SYPL2
17567,SYP
17568,SYS1-DBNDD2
17569,SYS1
17570,SYT10
17571,SYT11
17572,SYT12
17573,SYT13
17574,SYT16___SYT14P1
17575,SYT14
17576,SYT15
17577,SYT16
17578,SYT17
17579,SYT1
17580,SYT2
17581,SYT3
17582,SYT4
17583,SYT5
17584,SYT6
17585,SYT7
17586,SYT8
17587,SYT9
17588,SYTL1
17589,SYTL2
17590,SYTL3
17591,SYTL4
17592,SYTL5
17593,SYVN1
17594,TAAR1
17595,TAAR2
17596,TAAR5
17597,TAAR6
17598,TAAR8
17599,TAAR9
17600,TAB1
17601,TAB2
17602,TAB3
17603,TAC1
17604,TAC3
17605,TAC4
17606,TACC1
17607,TACC2
17608,TACC3
17609,TACO1
17610,TACR1
17611,TACR2
17612,TACR3
17613,TACSTD2
17614,TADA1
17615,TADA2A
17616,TADA2B
17617,TADA3
17618,TAF10
17619,TAF11
17620,TAF12
17621,TAF13
17622,TAF15
17623,TAF1A
17624,TAF1B
17625,TAF1C
17626,TAF1D
17627,TAF1L
17628,TAF1
17629,TAF2
17630,TAF3
17631,TAF4B
17632,TAF4
17633,TAF5L
17634,TAF5
17635,TAF6L
17636,TAF6
17637,TAF7L
17638,TAF7
17639,TAF8
17640,TAF9B
17641,TAF9
17642,TAGAP
17643,TAGLN2
17644,TAGLN3
17645,TAGLN
17646,TAL1
17647,TAL2
17648,TALDO1
17649,TANC1
17650,TANC2
17651,TANK
17652,TAOK1
17653,TAOK2
17654,TAOK3
17655,TAP1
17656,TAP2
17657,TAPBPL
17658,TAPBP
17659,TAPT1
17660,TARBP1
17661,TARBP2
17662,TARDBP
17663,TARM1
17664,TARP
17665,TARS2
17666,TARSL2
17667,TARS
17668,TAS1R1
17669,TAS1R2
17670,TAS1R3
17671,TAS2R10
17672,TAS2R13
17673,TAS2R14
17674,TAS2R16
17675,TAS2R19
17676,TAS2R1
17677,TAS2R20
17678,TAS2R30
17679,TAS2R31
17680,TAS2R38
17681,TAS2R39
17682,TAS2R3
17683,TAS2R40
17684,TAS2R41
17685,TAS2R42
17686,TAS2R43
17687,TAS2R46
17688,TAS2R4
17689,TAS2R50
17690,TAS2R5
17691,TAS2R60
17692,TAS2R7
17693,TAS2R8
17694,TAS2R9
17695,TASP1
17696,TATDN1
17697,TATDN2
17698,TATDN3
17699,TAT
17700,TAX1BP1
17701,TAX1BP3
17702,TAZ
17703,TBC1D10A
17704,TBC1D10B
17705,TBC1D10C
17706,TBC1D12
17707,TBC1D13
17708,TBC1D14
17709,TBC1D15
17710,TBC1D16
17711,TBC1D17
17712,TBC1D19
17713,TBC1D1
17714,TBC1D20
17715,TBC1D21
17716,TBC1D22A
17717,TBC1D22B
17718,TBC1D23
17719,TBC1D24
17720,TBC1D25
17721,TBC1D26
17722,TBC1D28
17723,TBC1D29
17724,TBC1D2B
17725,TBC1D2
17726,TBC1D3B
17727,TBC1D3C
17728,TBC1D3G
17729,TBC1D3H
17730,TBC1D3P2
17731,TBC1D3
17732,TBC1D4
17733,TBC1D5
17734,TBC1D7
17735,TBC1D8B
17736,TBC1D8
17737,TBC1D9B
17738,TBC1D9
17739,TBCA
17740,TBCB
17741,TBCCD1
17742,TBCC
17743,TBCD
17744,TBCEL
17745,TBCE
17746,TBCK
17747,TBK1
17748,TBKBP1
17749,TBL1XR1
17750,TBL1X
17751,TBL1Y
17752,TBL2
17753,TBL3
17754,TBPL1
17755,TBPL2
17756,TBP
17757,TBR1
17758,TBRG1
17759,TBRG4
17760,TBX10
17761,TBX15
17762,TBX18
17763,TBX19
17764,TBX1
17765,TBX20
17766,TBX21
17767,TBX22
17768,TBX2
17769,TBX3
17770,TBX4
17771,TBX5
17772,TBX6
17773,TBXA2R
17774,TBXAS1
17775,TC2N
17776,TCAM1P
17777,TCAP
17778,TCEA1
17779,TCEA2
17780,TCEA3
17781,TCEAL1
17782,TCEAL2
17783,TCEAL3
17784,TCEAL4
17785,TCEAL5
17786,TCEAL6
17787,TCEAL7
17788,TCEAL8
17789,TCEANC
17790,ELOC
17791,ELOB
17792,ELOA2
17793,ELOA3
17794,ELOA
17795,TCERG1L
17796,TCERG1
17797,TCF12
17798,TCF15
17799,TCF19
17800,TCF20
17801,TCF21
17802,TCF23
17803,TCF25
17804,TCF3
17805,TCF4
17806,TCF7L1
17807,TCF7L2
17808,TCF7
17809,TCFL5
17810,TCHHL1
17811,TCHH
17812,TCHP
17813,TCIRG1
17814,TCL1A
17815,TCL1B
17816,TCL6
17817,TCN1
17818,TCN2
17819,TCOF1
17820,TCP10L2
17821,TCP10L
17822,TCP10
17823,TCP11L1
17824,TCP11L2
17825,TCP11
17826,TCP1
17827,TCTA
17828,TCTE1
17829,TCTE3
17830,TCTEX1D1
17831,TCTEX1D2
17832,TCTEX1D4
17833,TCTN1
17834,TCTN2
17835,TCTN3
17836,TDGF1
17837,TDGF1P3
17838,TDG
17839,TDH
17840,TDO2
17841,TDP1
17842,TDP2
17843,TDRD10
17844,TDRD12
17845,TDRD1
17846,TDRD3
17847,TDRD5
17848,TDRD6
17849,TDRD7
17850,TDRD9
17851,TDRG1
17852,TDRKH
17853,TEAD1
17854,TEAD2
17855,TEAD3
17856,TEAD4
17857,TECPR1
17858,TECPR2
17859,TECRL
17860,TECR
17861,TECTA
17862,TECTB
17863,TEC
17864,TEDDM1
17865,TEF
17866,TEKT1
17867,TEKT2
17868,TEKT3
17869,TEKT4
17870,TEKT5
17871,TEK
17872,TELO2
17873,TNS2
17874,TEP1
17875,TEPP
17876,TERC
17877,TERF1
17878,TERF2IP
17879,TERF2
17880,TERT
17881,TESC
17882,TESK1
17883,TESK2
17884,TES
17885,TET1
17886,TET2
17887,TET3
17888,TEX101
17889,TEX10
17890,TEX11
17891,TEX12
17892,TEX13A
17893,TEX13B
17894,TEX14
17895,TEX15
17896,TEX19
17897,TEX261
17898,TEX264
17899,TEX28
17900,TEX2
17901,TEX9
17902,TFAMP1
17903,TFAM
17904,TFAP2A
17905,TFAP2B
17906,TFAP2C
17907,TFAP2D
17908,TFAP2E
17909,TFAP4
17910,TFB1M
17911,TFB2M
17912,TFCP2L1
17913,TFCP2
17914,TFDP1
17915,TFDP2
17916,TFDP3
17917,TFE3
17918,TFEB
17919,TFEC
17920,TFF1
17921,TFF2
17922,TFF3
17923,TFG
17924,TFIP11
17925,TFPI2
17926,TFPI
17927,TFPT
17928,TFR2
17929,TFRC
17930,TF
17931,TGDS
17932,TGFA
17933,TGFB1I1
17934,TGFB1
17935,TGFB2
17936,TGFB3
17937,TGFBI
17938,TGFBR1
17939,TGFBR2
17940,TGFBR3
17941,TGFBRAP1
17942,TGIF1
17943,TGIF2LX
17944,TGIF2LY
17945,TGIF2
17946,TGM1
17947,TGM2
17948,TGM3
17949,TGM4
17950,TGM5
17951,TGM6
17952,TGM7
17953,TGOLN2
17954,TGS1
17955,TG
17956,NELFCD
17957,THADA
17958,THAP10
17959,THAP11
17960,THAP1
17961,THAP2
17962,THAP3
17963,THAP4
17964,THAP5
17965,THAP6
17966,THAP7
17967,THAP8
17968,THAP9
17969,THBD
17970,THBS1
17971,THBS2
17972,THBS3
17973,THBS4
17974,THEG
17975,THEM4
17976,THEM5
17977,THEMIS
17978,THG1L
17979,THNSL1
17980,THNSL2
17981,THOC1
17982,THOC2
17983,THOC3
17984,ALYREF
17985,THOC5
17986,THOC6
17987,THOC7
17988,THOP1
17989,THPO
17990,THRAP3
17991,THRA
17992,THRB
17993,THRSP
17994,THSD1P1
17995,THSD1
17996,THSD4
17997,THSD7A
17998,THSD7B
17999,THTPA
18000,THUMPD1
18001,THUMPD2
18002,THUMPD3
18003,THY1
18004,THYN1
18005,TH
18006,TIA1
18007,TIAF1
18008,TIAL1
18009,TIAM1
18010,TIAM2
18011,TICAM1
18012,TICAM2
18013,TIE1
18014,TIFAB
18015,TIFA
18016,TIGD1
18017,TIGD2
18018,TIGD3
18019,TIGD4
18020,TIGD5
18021,TIGD6
18022,TIGD7
18023,TIGIT
18024,TIMD4
18025,TIMELESS
18026,TIMM10
18027,TIMM13
18028,PAM16
18029,TIMM17A
18030,TIMM17B
18031,TIMM22
18032,TIMM44
18033,TIMM50
18034,TIMM8A
18035,TIMM8B
18036,TIMM9
18037,TIMP1
18038,TIMP2
18039,TIMP3
18040,TIMP4
18041,TINAGL1
18042,TINAG
18043,TINF2
18044,TIPARP
18045,TIPIN
18046,TIPRL
18047,TIRAP
18048,TJAP1
18049,TJP1
18050,TJP2
18051,TJP3
18052,TK1
18053,TK2
18054,TKTL1
18055,TKTL2
18056,TKT
18057,TLCD1
18058,TLE1
18059,TLE2
18060,TLE3
18061,TLE4
18062,TLE6
18063,TLK1
18064,TLK2
18065,TLL1
18066,TLL2
18067,TLN1
18068,TLN2
18069,TLR10
18070,TLR1
18071,TLR2
18072,TLR3
18073,TLR4
18074,TLR5
18075,TLR6
18076,TLR7
18077,TLR8
18078,TLR9
18079,TLX1NB
18080,TLX1
18081,TLX2
18082,TLX3
18083,TM2D1
18084,TM2D2
18085,TM2D3
18086,TM4SF18
18087,TM4SF19
18088,TM4SF1
18089,TM4SF20
18090,TM4SF4
18091,TM4SF5
18092,TM6SF1
18093,TM6SF2
18094,TM7SF2
18095,TM7SF3
18096,DCSTAMP
18097,TM9SF1
18098,TM9SF2
18099,TM9SF3
18100,TM9SF4
18101,TMBIM1
18102,TMBIM4
18103,TMBIM6
18104,TMC1
18105,TMC2
18106,TMC3
18107,TMC4
18108,TMC5
18109,TMC6
18110,TMC7
18111,TMC8
18112,TMCC1
18113,TMCC2
18114,TMCC3
18115,TMCO1
18116,TMCO2
18117,TMCO3
18118,TMCO4
18119,TMCO5A
18120,TMCO6
18121,TANGO6
18122,TMED10P1
18123,TMED10
18124,TMED1
18125,TMED2
18126,TMED3
18127,TMED4
18128,TMED5
18129,TMED6
18130,TMED7-TICAM2
18131,TMED7
18132,TMED8
18133,TMED9
18134,TMEFF1
18135,TMEFF2
18136,TMEM100
18137,TMEM101
18138,TMEM102
18139,TMEM104
18140,TMEM105
18141,TMEM106A
18142,TMEM106B
18143,TMEM106C
18144,TMEM107
18145,TMEM108
18146,TMEM109
18147,STIMATE
18148,EMC3
18149,TMEM114
18150,TMEM115
18151,TMEM116
18152,TMEM117
18153,TMEM119
18154,TMEM11
18155,TMEM120A
18156,TMEM120B
18157,TMEM121
18158,TMEM123
18159,TMEM125
18160,TMEM126A
18161,TMEM126B
18162,TMEM127
18163,TMEM128
18164,TMEM129
18165,TMEM130
18166,TMEM131
18167,TMEM132A
18168,TMEM132B
18169,TMEM132C
18170,TMEM132D
18171,TMEM132E
18172,ARHGAP42
18173,TMEM134
18174,TMEM135
18175,TMEM136
18176,TMEM138
18177,TMEM139
18178,TMEM140
18179,TMEM141
18180,TMEM143
18181,TMEM144
18182,TMEM145
18183,CATSPERD
18184,TMEM147
18185,IGFLR1
18186,TMEM14A
18187,TMEM14B
18188,TMEM14C
18189,TMEM14EP
18190,TMEM150A
18191,TMEM150B
18192,TMEM150C
18193,TMEM151A
18194,TMEM151B
18195,TMEM154
18196,TMEM155
18197,TMEM156
18198,TMEM158
18199,TMEM159
18200,TMEM160
18201,TMEM161A
18202,TMEM161B
18203,TMEM163
18204,TMEM164
18205,TMEM165
18206,TMEM167A
18207,TMEM167B
18208,TMEM168
18209,TMEM169
18210,TMEM170A
18211,TMEM170B
18212,TMEM171
18213,TMEM173
18214,TMEM174
18215,TMEM175
18216,TMEM176A
18217,TMEM176B
18218,TMEM177
18219,TMEM178A
18220,TMEM179B
18221,TMEM179
18222,TMEM17
18223,MFSD13A
18224,TMEM181
18225,TMEM182
18226,TMEM183A
18227,TMEM184A
18228,TMEM184B
18229,TMEM184C
18230,TMEM185A
18231,TMEM185B
18232,TMEM186
18233,TMEM187
18234,CNEP1R1
18235,TMEM189-UBE2V1
18236,TMEM189
18237,TMEM18
18238,TMEM190
18239,TMEM191A
18240,TMEM192
18241,NEMP1
18242,NEMP2
18243,AGMO
18244,TMEM196
18245,TMEM198
18246,TMEM199
18247,TMEM19
18248,TMEM200A
18249,TMEM200B
18250,TMEM200C
18251,TMEM201
18252,TMEM202
18253,TMEM203
18254,TMEM204
18255,TMEM205
18256,TMEM206
18257,TMEM207
18258,TMEM208
18259,TMEM209
18260,SLC35G1
18261,TMEM211
18262,TMEM212
18263,TMEM213
18264,TMEM214
18265,TMEM215
18266,TMEM216
18267,TMEM217
18268,TMEM218
18269,TMEM219
18270,TMEM220
18271,TMEM222
18272,TMEM223
18273,TMEM225
18274,TMEM229A
18275,TMEM229B
18276,SLC35G2
18277,TMEM231
18278,TMEM232
18279,TMEM233
18280,TMEM25
18281,TMEM26
18282,CLTRN
18283,CEMIP2
18284,TMEM30A
18285,TMEM30B
18286,TMEM30CP
18287,TMEM31
18288,TMEM33
18289,TMEM35A
18290,TMEM37
18291,TMEM38A
18292,TMEM38B
18293,TMEM39A
18294,TMEM39B
18295,TMEM40
18296,TMEM41A
18297,TMEM41B
18298,TMEM42
18299,TMEM43
18300,TMEM44
18301,TMEM45A
18302,TMEM45B
18303,TMEM47
18304,NDC1
18305,VMP1
18306,TMEM50A
18307,TMEM50B
18308,TMEM51
18309,TMEM52
18310,TMEM53
18311,TMEM54
18312,PIP4P2
18313,PIP4P1
18314,TMEM56
18315,MACO1
18316,TMEM59L
18317,TMEM59
18318,RXYLT1
18319,TMEM60
18320,TMEM61
18321,TMEM62
18322,TMEM63A
18323,TMEM63B
18324,TMEM63C
18325,TMEM64
18326,TMEM65
18327,SARAF
18328,TMEM67
18329,TMEM68
18330,TMEM69
18331,TMEM70
18332,TMEM71
18333,TMEM72
18334,TMEM74
18335,TMEM79
18336,TMEM80
18337,TMEM81
18338,TMEM82
18339,EWSAT1
18340,EMC4
18341,TMEM86A
18342,TMEM86B
18343,TMEM87A
18344,TMEM87B
18345,TMEM88B
18346,TMEM88
18347,TMEM89
18348,TMEM8A
18349,TMEM8B
18350,MYMK
18351,SYNDIG1L
18352,SYNDIG1
18353,TMEM91
18354,TMEM92
18355,EMC6
18356,TMEM95
18357,TMEM97
18358,TMEM98
18359,TMEM99
18360,TMEM9B
18361,TMEM9
18362,TMF1
18363,TMIE
18364,TMIGD1
18365,TMIGD2
18366,TMLHE
18367,TMOD1
18368,TMOD2
18369,TMOD3
18370,TMOD4
18371,TMPO
18372,TMPPE
18373,TMPRSS11A
18374,TMPRSS11BNL
18375,TMPRSS11B
18376,TMPRSS11D
18377,TMPRSS11F
18378,TMPRSS12
18379,TMPRSS13
18380,TMPRSS15
18381,TMPRSS2
18382,TMPRSS3
18383,TMPRSS4
18384,TMPRSS5
18385,TMPRSS6
18386,TMPRSS7
18387,TMPRSS9
18388,TMSB10
18389,TMSB15A
18390,TMSB15B
18391,TMSB4Y
18392,TMSB4XP8
18393,TMTC1
18394,TMTC2
18395,TMTC3
18396,TMTC4
18397,TMUB1
18398,TMUB2
18399,TMX1
18400,TMX2
18401,TMX3
18402,TMX4
18403,TNC
18404,TNFAIP1
18405,TNFAIP2
18406,TNFAIP3
18407,TNFAIP6
18408,TNFAIP8L1
18409,TNFAIP8L2
18410,TNFAIP8L3
18411,TNFAIP8
18412,TNFRSF10A
18413,TNFRSF10B
18414,TNFRSF10C
18415,TNFRSF10D
18416,TNFRSF11A
18417,TNFRSF11B
18418,TNFRSF12A
18419,TNFRSF13B
18420,TNFRSF13C
18421,TNFRSF14
18422,TNFRSF17
18423,TNFRSF18
18424,TNFRSF19
18425,TNFRSF1A
18426,TNFRSF1B
18427,TNFRSF21
18428,TNFRSF25
18429,TNFRSF4
18430,TNFRSF6B
18431,TNFRSF8
18432,TNFRSF9
18433,TNFSF10
18434,TNFSF11
18435,TNFSF12-TNFSF13
18436,TNFSF12
18437,TNFSF13B
18438,TNFSF13
18439,TNFSF14
18440,TNFSF15
18441,TNFSF18
18442,TNFSF4
18443,TNFSF8
18444,TNFSF9
18445,TNF
18446,TNIK
18447,TNIP1
18448,TNIP2
18449,TNIP3
18450,TNK1
18451,TNK2
18452,TNKS1BP1
18453,TNKS2
18454,TNKS
18455,TNMD
18456,TNNC1
18457,TNNC2
18458,TNNI1
18459,TNNI2
18460,TNNI3K
18461,TNNI3
18462,TNNT1
18463,TNNT2
18464,TNNT3
18465,TNN
18466,TNP1
18467,TNP2
18468,TNPO1
18469,TNPO2
18470,TNPO3
18471,TNRC18
18472,TNRC6A
18473,TNRC6B
18474,TNRC6C
18475,TNR
18476,TNS1
18477,TNS3
18478,TNS4
18479,TNXB
18480,TOB1
18481,TOB2
18482,TOE1
18483,TOLLIP
18484,TOM1L1
18485,TOM1L2
18486,TOM1
18487,TOMM20L
18488,TOMM20
18489,TOMM22
18490,TOMM34
18491,TOMM40L
18492,TOMM40
18493,TOMM5
18494,TOMM6
18495,TOMM70
18496,TOMM7
18497,TOP1MT
18498,TOP1P1
18499,TOP1P2
18500,TOP1
18501,TOP2A
18502,TOP2B
18503,TOP3A
18504,TOP3B
