,0
4112,COQ4
4113,COQ5
4114,COQ6
4115,COQ7
4116,COQ9
4117,CORIN
4118,CORO1A
4119,CORO1B
4120,CORO1C
4121,CORO2A
4122,CORO2B
4123,CORO6
4124,CORO7
4125,CORT
4126,COTL1
4127,COX10
4128,COX11
4129,COX15
4130,COX16
4131,COX17
4132,COX18
4133,COX19
4134,COX4I1
4135,COX4I2
4136,EMC8
4137,COX5A
4138,COX5B
4139,COX6A1
4140,COX6A2
4141,COX6B1
4142,COX6B2
4143,COX6C
4144,COX7A1
4145,COX7A2L
4146,COX7A2
4147,COX7B2
4148,COX7B
4149,COX7C
4150,COX8A
4151,COX8C
4152,CCP110
4153,CPA1
4154,CPA2
4155,CPA3
4156,CPA4
4157,CPA5
4158,CPA6
4159,CPAMD8
4160,CPB1
4161,CPB2
4162,CPD
4163,CPEB1
4164,CPEB2
4165,CPEB3
4166,CPEB4
4167,CPE
4168,CPLX1
4169,CPLX2
4170,CPLX3
4171,CPLX4
4172,CPM
4173,CPN1
4174,CPN2
4175,CPNE1
4176,CPNE2
4177,CPNE3
4178,CPNE4
4179,CPNE5
4180,CPNE6
4181,CPNE7
4182,CPNE8
4183,CPNE9
4184,CPOX
4185,CPO
4186,CPPED1
4187,CPS1
4188,CPSF1
4189,CPSF2
4190,INTS11
4191,CPSF3
4192,CPSF4L
4193,CPSF4
4194,CPSF6
4195,CPSF7
4196,CPT1A
4197,CPT1B
4198,CPT1C
4199,CPT2
4200,CPVL
4201,CPXCR1
4202,CPXM1
4203,CPXM2
4204,CPZ
4205,CP
4206,CR1L
4207,CR1
4208,CR2
4209,CRABP1
4210,CRABP2
4211,CRADD
4212,CRAMP1
4213,CRAT
4214,CRB1
4215,CRB2
4216,CRB3
4217,CRBN
4218,CRCP
4219,CRCT1
4220,CREB1
4221,CREB3L1
4222,CREB3L2
4223,CREB3L3
4224,CREB3L4
4225,CREB3
4226,CREB5
4227,CREBBP
4228,CREBL2
4229,CREBZF
4230,CREG1
4231,CREG2
4232,CRELD1
4233,CRELD2
4234,CREM
4235,CRHBP
4236,CRHR1
4237,CRHR2
4238,CRH
4239,CRIM1
4240,CRIP1
4241,CRIP2
4242,CRIP3
4243,CRIPAK
4244,CRIPT
4245,CRISP1
4246,CRISP2
4247,CRISP3
4248,CRISPLD1
4249,CRISPLD2
4250,CRKL
4251,CRK
4252,CRLF1
4253,CRLF2
4254,CRLF3
4255,CRLS1
4256,CRMP1
4257,CRNKL1
4258,CRNN
4259,CROCCP2
4260,CROCCP3
4261,CROCC
4262,CROT
4263,CRP
4264,CRTAC1
4265,CRTAM
4266,CRTAP
4267,CRTC1
4268,CRTC2
4269,CRTC3
4270,CRX
4271,CRY1
4272,CRY2
4273,CRYAA
4274,CRYAB
4275,CRYBA1
4276,CRYBA2
4277,CRYBA4
4278,CRYBB1
4279,CRYBB2
4280,CRYBB3
4281,CRYBG3
4282,CRYGA
4283,CRYGB
4284,CRYGC
4285,CRYGD
4286,CRYGN
4287,CRYGS
4288,CRYL1
4289,CRYM
4290,CRYZL1
4291,CRYZ
4292,CSAD
4293,CSAG1
4294,CSAG2
4295,CSAG3
4296,YBX3P1
4297,YBX3
4298,CSDC2
4299,CSDE1
4300,CSE1L
4301,CSF1R
4302,CSF1
4303,CSF2RA
4304,CSF2RB
4305,CSF2
4306,CSF3R
4307,CSF3
4308,CSGALNACT1
4309,CSGALNACT2
4310,CSH1
4311,CSH2
4312,CSHL1
4313,CSK
4314,CSMD1
4315,CSMD2
4316,CSMD3
4317,CSN1S1
4318,CSN1S2AP
4319,CSN2
4320,CSN3
4321,CSNK1A1L
4322,CSNK1A1P1
4323,CSNK1A1
4324,CSNK1D
4325,CSNK1E
4326,CSNK1G1
4327,CSNK1G2
4328,CSNK1G3
4329,CSNK2A3
4330,CSNK2A1
4331,CSNK2A2
4332,CSNK2B
4333,CSPG4PY2
4334,CSPG4
4335,CSPG5
4336,CSPP1
4337,CSRNP1
4338,CSRNP2
4339,CSRNP3
4340,CSRP1
4341,KAT14___PET117
4342,CSRP2
4343,CSRP3
4344,CST11
4345,CST1
4346,CST2
4347,CST3
4348,CST4
4349,CST5
4350,CST6
4351,CST7
4352,CST8
4353,CST9L
4354,CST9
4355,CSTA
4356,CSTB
4357,CSTF1
4358,CSTF2T
4359,CSTF2
4360,CSTF3
4361,CSTL1
4362,CST13P
4363,CS
4364,CT45A1
4365,CT45A2
4366,CT45A3
4367,CT45A3
4368,CT45A5
4369,CT45A6
4370,CT47A10
4371,CT47A11
4372,CT47A1
4373,CT47A2
4374,CT47A6
4375,CT47A7
4376,CT47A9
4377,CT47B1
4378,CT62
4379,CTAG1B
4380,CTAG2
4381,CTAGE1
4382,CTAGE4
4383,MIA2
4384,CTAGE6
4385,CTAGE9
4386,CTBP1
4387,CTBP2
4388,CTBS
4389,CTCFL
4390,CTCF
4391,CTDP1
4392,CTDSP1
4393,CTDSP2
4394,CTDSPL2
4395,CTDSPL
4396,CTF1
4397,CTGF
4398,CTHRC1
4399,CTH
4400,CTLA4
4401,CTNNA1
4402,CTNNA2
4403,CTNNA3
4404,CTNNAL1
4405,CTNNB1
4406,CTNNBIP1
4407,CTNNBL1
4408,CTNND1
4409,CTNND2
4410,CTNS
4411,CTPS2
4412,CTPS1
4413,CTR9
4414,CTRB1
4415,CTRB2
4416,CTRC
4417,CTRL
4418,CTSA
4419,CTSB
4420,CTSC
4421,CTSD
4422,CTSE
4423,CTSF
4424,CTSG
4425,CTSH
4426,CTSK
4427,CTSL
4428,CTSV
4429,CTSL3P
4430,CTSO
4431,CTSS
4432,CTSW
4433,CTSZ
4434,CTTNBP2NL
4435,CTTNBP2
4436,CTTN
4437,CTU1
4438,CTU2
4439,CTXN1
4440,CTXN2
4441,CTXN3
4442,CUBN
4443,CUEDC1
4444,CUEDC2
4445,CUL1
4446,CUL2
4447,CUL3
4448,CUL4A
4449,CUL4B
4450,CUL5
4451,CUL7
4452,CUL9
4453,CUTA
4454,CUTC
4455,CUX1
4456,CUX2
4457,CUZD1
4458,CWC15
4459,CWC22
4460,CWC25
4461,CWC27
4462,CWF19L1
4463,CWF19L2
4464,CWH43
4465,CX3CL1
4466,CX3CR1
4467,CXADRP2
4468,CXADRP3
4469,CXADR
4470,CXCL10
4471,CXCL11
4472,CXCL12
4473,CXCL13
4474,CXCL14
4475,CXCL16
4476,CXCL17
4477,CXCL1
4478,CXCL2
4479,CXCL3
4480,CXCL5
4481,CXCL6
4482,CXCL9
4483,CXCR1
4484,CXCR2P1
4485,CXCR2
4486,CXCR3
4487,CXCR4
4488,CXCR5
4489,CXCR6
4490,ACKR3
4491,CXXC1
4492,CXXC4
4493,CXXC5
4494,SLITRK2
4495,CXorf21
4496,CFAP47
4497,BCLAF3
4498,PBDC1
4499,HYPM
4500,CFAP47
4501,CXorf36
4502,CXorf38
4503,CXorf40A
4504,CXorf40B
4505,PIH1D3
4506,NKAPP1
4507,CT55
4508,CXorf49B
4509,FAM226B
4510,CXorf51A
4511,CXorf56
4512,CXorf57
4513,CXorf58
4514,CFAP47
4515,CT83
4516,PRR32
4517,CXorf65
4518,CXorf66
4519,CYB561D1
4520,CYB561D2
4521,CYB561
4522,CYB5A
4523,CYB5B
4524,CYB5D1
4525,CYB5D2
4526,CYB5R1
4527,CYB5R2
4528,CYB5R3
4529,CYB5R4
4530,CYB5RL
4531,CYB561A3
4532,CYBA
4533,CYBB
4534,CYBRD1
4535,CYC1
4536,CYCSP52
4537,CYCS
4538,CYFIP1
4539,CYFIP2
4540,CYGB
4541,CYHR1
4542,CYLC1
4543,CYLC2
4544,CYLD
4545,CYMP
4546,CYP11A1
4547,CYP11B1
4548,CYP11B2
4549,CYP17A1
4550,CYP19A1
4551,CYP1A1
4552,CYP1A2
4553,CYP1B1
4554,CYP20A1
4555,CYP21A2
4556,CYP24A1
4557,CYP26A1
4558,CYP26B1
4559,CYP26C1
4560,CYP27A1
4561,CYP27B1
4562,CYP27C1
4563,CYP2A13
4564,CYP2A6
4565,CYP2A7
4566,CYP2B6
4567,CYP2B7P
4568,CYP2C18
4569,CYP2C19
4570,CYP2C8
4571,CYP2C9
4572,CYP2D6
4573,CYP2D7
4574,CYP2E1
4575,CYP2F1
4576,CYP2J2
4577,CYP2R1
4578,CYP2S1
4579,CYP2U1
4580,CYP2W1
4581,CYP39A1
4582,CYP3A43
4583,CYP3A4
4584,CYP3A5
4585,CYP3A7
4586,CYP46A1
4587,CYP4A11
4588,CYP4A22
4589,CYP4B1
4590,CYP4F11
4591,CYP4F12
4592,CYP4F22
4593,CYP4F2
4594,CYP4F3
4595,CYP4F8
4596,CYP4V2
4597,CYP4X1
4598,CYP4Z1
4599,CYP4Z2P
4600,CYP51A1
4601,CYP7A1
4602,CYP7B1
4603,CYP8B1
4604,CYR61
4605,CYS1
4606,CYSLTR1
4607,CYSLTR2
4608,CYTH1
4609,CYTH2
4610,CYTH3
4611,CYTH4
4612,CYTIP
4613,CYTL1
4614,SPECC1L
4615,SPECC1
4616,CYYR1
4617,TXLNGY
4618,TXLNGY
4619,D2HGDH
4620,NSG1
4621,DAAM1
4622,DAAM2
4623,DAB1
4624,DAB2IP
4625,DAB2
4626,DACH1
4627,DACH2
4628,DACT1
4629,DACT2
4630,DACT3
4631,DAD1P1
4632,DAD1
4633,DAG1
4634,DAGLA
4635,DAGLB
4636,TKFC
4637,DALRD3
4638,DAND5
4639,DAOA
4640,DAO
4641,DAP3
4642,DAPK1
4643,DAPK2
4644,DAPK3
4645,DAPL1
4646,DAPP1
4647,DAP
4648,ACKR1
4649,DARS2
4650,DARS
4651,DAXX
4652,DAZ1
4653,DAZ2
4654,DAZ3
4655,DAZ4
4656,DAZAP1
4657,DAZAP2
4658,DAZL
4659,CCAR2___BRINP1
4660,DBF4B
4661,DBF4
4662,DBH
4663,DBI
4664,DBN1
4665,DBNDD1
4666,DBNDD2
4667,DBNL
4668,DBP
4669,DBR1
4670,DBT
4671,DBX1
4672,DBX2
4673,DCAF10
4674,DCAF11
4675,DCAF12L1
4676,DCAF12L2
4677,DCAF12
4678,DCAF13
4679,DCAF15
4680,DCAF16
4681,DCAF17
4682,DCAF4L1
4683,DCAF4L2
4684,DCAF4
4685,DCAF5
4686,DCAF6
4687,DCAF7
4688,DCAF8L1
4689,DCAF8L2
4690,DCAF8
4691,DCAKD
4692,DCBLD1
4693,DCBLD2
4694,DCC
4695,DCDC1
4696,DCDC2B
4697,DCDC2
4698,DCD
4699,DCHS1
4700,DCHS2
4701,ECI1
4702,DCK
4703,DCLK1
4704,DCLK2
4705,DCLK3
4706,DCLRE1A
4707,DCLRE1B
4708,DCLRE1C
4709,DCN
4710,DCP1A
4711,DCP1B
4712,DCP2
4713,DCPS
4714,DCST1
4715,DCST2
4716,DCTD
4717,DCTN1
4718,DCTN2
4719,DCTN3
4720,DCTN4
4721,DCTN5
4722,DCTN6
4723,DCTPP1
4724,DCT
4725,DCUN1D1
4726,DCUN1D2
4727,DCUN1D3
4728,DCUN1D4
4729,DCUN1D5
4730,DCXR
4731,DCX
4732,DDA1
4733,DDAH1
4734,DDAH2
4735,DDB1
4736,DDB2
4737,DDC
4738,DDHD1
4739,DDHD2
4740,DDI1
4741,DDI2
4742,DDIT3
4743,DDIT4L
4744,DDIT4
4745,DDN
4746,DDOST
4747,DDO
4748,DDR1
4749,DDR2
4750,DDRGK1
4751,DDTL
4752,DDT
4753,DDX10
4754,DDX11L2
4755,DDX11
4756,DDX12P
4757,DDX17
4758,DDX18
4759,DDX19A
4760,DDX19B
4761,DDX1
4762,DDX20
4763,DDX21
4764,DDX23
4765,DDX24
4766,DDX25
4767,INTS6L
4768,DDX27
4769,DDX28
4770,DDX31
4771,DDX39A
4772,DDX3X
4773,DDX3Y
4774,DDX41
4775,DDX42
4776,DDX43
4777,DDX46
4778,DDX47
4779,DDX49
4780,DDX4
4781,DDX50
4782,DDX51
4783,DDX52
4784,DDX53
4785,DDX54
4786,DDX55
4787,DDX56
4788,DDX58
4789,DDX59
4790,DDX5
4791,DDX60L
4792,DDX60
4793,DDX6
4794,DEAF1
4795,DEC1
4796,DECR1
4797,DECR2
4798,DEDD2
4799,DEDD
4800,DEF6
4801,DEF8
4802,DEFA1B
4803,DEFA4
4804,DEFA5
4805,DEFA6
4806,DEFB103B
4807,DEFB104A
4808,DEFB105A
4809,DEFB106A
4810,DEFB107A
4811,DEFB108B
4812,DEFB109B
4813,DEFB109A
4814,DEFB110
4815,DEFB112
4816,DEFB113
4817,DEFB114
4818,DEFB115
4819,DEFB116
4820,DEFB118
4821,DEFB119
4822,DEFB121
4823,DEFB122
4824,DEFB123
4825,DEFB124
4826,DEFB125
4827,DEFB126
4828,DEFB127
4829,DEFB128
4830,DEFB129
4831,DEFB130A
4832,DEFB131A
4833,DEFB132
4834,DEFB134
4835,DEFB135
4836,DEFB136
4837,DEFB1
4838,DEFB4A
4839,DEGS1
4840,DEGS2
4841,DEK
4842,EXO5
4843,DENND1A
4844,DENND1B
4845,DENND1C
4846,DENND2A
4847,DENND2C
4848,DENND2D
4849,DENND3
4850,DENND4A
4851,DENND4B
4852,DENND4C
4853,DENND5A
4854,DENND5B
4855,DENR
4856,DEPDC1B
4857,DEPDC1
4858,DEPDC4
4859,DEPDC5
4860,DEPTOR
4861,DEPDC7
4862,DERA
4863,DERL1
4864,DERL2
4865,DERL3
4866,DES
4867,DET1
4868,DEXI
4869,DFFA
4870,DFFB
4871,GSDME
4872,WHRN
4873,PJVK
4874,DGAT1
4875,DGAT2L6
4876,DGAT2
4877,DGCR10
4878,DGCR11
4879,ESS2
4880,DGCR2
4881,DGCR5
4882,DGCR6L
4883,DGCR6
4884,DGCR8
4885,DGCR9
4886,DGKA
4887,DGKB
4888,DGKD
4889,DGKE
4890,DGKG
4891,DGKH
4892,DGKI
4893,DGKK
4894,DGKQ
4895,DGKZ
4896,DGUOK
4897,DHCR24
4898,DHCR7
4899,DHDDS
4900,DHDH
4901,HOGA1
4902,DHFR2
4903,DHFR
4904,DHH
4905,DHODH
4906,DHPS
4907,DHRS11
4908,DHRS12
4909,DHRS13
4910,DHRS1
4911,DHRS2
4912,DHRS3
4913,DHRS4L1
4914,DHRS4L2
4915,DHRS4
4916,DHRS7B
4917,DHRS7C
4918,DHRS7
4919,DHRS9
4920,DHRSX
4921,DHTKD1
4922,DHX15
4923,DHX16
4924,DHX29
4925,DHX30
4926,DHX32
4927,DHX33
4928,DHX34
4929,DHX35
4930,DHX36
4931,DHX37
4932,DHX38
4933,DHX40P1
4934,DHX40
4935,DHX57
4936,DHX58
4937,DHX8
4938,DHX9
4939,DIABLO
4940,DIAPH1
4941,DIAPH2
4942,DIAPH3
4943,DICER1
4944,DIDO1
4945,DIMT1
4946,DIO1
4947,DIO2
4948,DIO3OS
4949,DIO3
4950,DIP2A
4951,DIP2B
4952,DIP2C
4953,DIRAS1
4954,DIRAS2
4955,DIRAS3
4956,DIRC1
4957,DIRC2
4958,DIRC3
4959,DIS3L2
4960,DIS3L
4961,DIS3
4962,DISC1
4963,DISC2
4964,DISP1
4965,DISP2
4966,DIXDC1
4967,DKC1
4968,DKFZP434H168
4969,DKFZP434K028
4970,LINC02249
4971,DKFZP586I1420
4972,LINC01011
4973,DKFZp434J0226
4974,DKFZp434L192
4975,DKFZp566F0947
4976,DKFZp686A1627
4977,DKFZp686O24166
4978,DKFZp761E198
4979,DKFZp779M0652
4980,DKK1
4981,DKK2
4982,DKK3
4983,DKK4
4984,DKKL1
4985,DLAT
4986,DLC1
4987,DLD
4988,DLEC1
4989,DLEU1
4990,DLEU2L
4991,DLEU2
4992,DLEU7
4993,DLG1
4994,DLG2
4995,DLG3
4996,DLG4
4997,DLG5
4998,DLGAP1
4999,DLGAP2
5000,DLGAP3
5001,DLGAP4
5002,DLGAP5
5003,DLK1
5004,DLK2
5005,DLL1
5006,DLL3
5007,DLL4
5008,DLST
5009,DLX1
5010,DLX2
5011,DLX3
5012,DLX4
5013,DLX5
5014,DLX6AS
5015,DLX6
5016,DMAP1
5017,DMBT1
5018,DMBX1
5019,DMC1
5020,DMD
5021,DMGDH
5022,DMKN
5023,DMP1
5024,DMPK
5025,DMRT1
5026,DMRT2
5027,DMRT3
5028,DMRTA1
5029,DMRTA2
5030,DMRTB1
5031,DMRTC1B
5032,DMRTC1
5033,DMRTC2
5034,DMTF1
5035,DMWD
5036,DMXL1
5037,DMXL2
5038,DNA2
5039,DNAH10
5040,DNAH11
5041,DNAH12
5042,DNAH14
5043,DNAH17
5044,DNAH1
5045,DNAH2
5046,DNAH3
5047,DNAH5
5048,DNAH6
5049,DNAH7
5050,DNAH8
5051,DNAH9
5052,DNAI1
5053,DNAI2
5054,DNAJA1
5055,DNAJA2
5056,DNAJA3
5057,DNAJA4
5058,DNAJB11
5059,DNAJB12
5060,DNAJB13
5061,DNAJB14
5062,DNAJB1
5063,DNAJB2
5064,DNAJB3
5065,DNAJB4
5066,DNAJB5
5067,DNAJB6
5068,DNAJB7
5069,DNAJB8
5070,DNAJB9
5071,DNAJC10
5072,DNAJC11
5073,DNAJC12
5074,DNAJC13
5075,DNAJC14
5076,DNAJC15
5077,DNAJC16
5078,DNAJC17
5079,DNAJC18
5080,DNAJC19
5081,DNAJC1
5082,DNAJC21
5083,DNAJC22
5084,DNAJC24
5085,DNAJC25-GNG10
5086,DNAJC25
5087,DNAJC27
5088,DNAJC28
5089,DNAJC2
5090,DNAJC30
5091,DNAJC3
5092,DNAJC4
5093,DNAJC5B
5094,DNAJC5G
5095,DNAJC5
5096,DNAJC6
5097,DNAJC7
5098,DNAJC8
5099,DNAJC9
5100,DNAL1
5101,DNAL4
5102,DNALI1
5103,DNASE1L1
5104,DNASE1L2
5105,DNASE1L3
5106,DNASE1
5107,DNASE2B
5108,DNASE2
5109,DND1
5110,DNER
5111,DNHD1
5112,DNLZ
5113,DNM1L
5114,DNM1P35
5115,DNM1
5116,DNM2
5117,DNM3
5118,DNMBP
5119,DNMT1
5120,DNMT3A
5121,DNMT3B
5122,DNMT3L
5123,DNPEP
5124,DNTTIP1
5125,DNTTIP2
5126,DNTT
5127,DOC2A
5128,DOC2B
5129,DOCK10
5130,DOCK11
5131,DOCK1
5132,DOCK2
5133,DOCK3
5134,DOCK4
5135,DOCK5
5136,DOCK6
5137,DOCK7
5138,DOCK8
5139,DOCK9
5140,DOHH
5141,DOK1
5142,DOK2
5143,DOK3
5144,DOK4
5145,DOK5
5146,DOK6
5147,DOK7
5148,DOLK
5149,DOLPP1
5150,DXO
5151,DONSON
5152,DOP1A
5153,DOP1B
5154,DOT1L
5155,DPAGT1
5156,DPCD
5157,MUCL3
5158,DPEP1
5159,DPEP2
5160,DPEP3
5161,DPF1
5162,DPF2
5163,DPF3
5164,DPH1
5165,DPH2
5166,DPH3P1
5167,DPH3
5168,DPH5
5169,DPM1
5170,DPM2
5171,DPM3
5172,DPP10
5173,DPP3
5174,DPP4
5175,DPP6
5176,DPP7
5177,DPP8
5178,DPP9
5179,DPPA2
5180,DPPA3
5181,DPPA4
5182,DPPA5
5183,DPRXP4
5184,DPRX
5185,DPT
5186,DPY19L1
5187,DPY19L2P1
5188,DPY19L2P2
5189,DPY19L2P4
5190,DPY19L2
5191,DPY19L3
5192,DPY19L4
5193,DPY30
5194,DPYD
5195,DPYSL2
5196,DPYSL3
5197,DPYSL4
5198,DPYSL5
5199,DPYS
5200,DQX1
5201,DR1
5202,DRAM1
5203,DRAM2
5204,DRAP1
5205,DRD1
5206,DRD2
5207,DRD3
5208,DRD4
5209,DRD5
5210,DRG1
5211,DRG2
5212,DRGX
5213,DRP2
5214,DSC1
5215,DSC2
5216,DSC3
5217,DSCAML1
5218,DSCAM
5219,DSCC1
5220,DSCR10
5221,VPS26C
5222,DSCR4
5223,RIPPLY3
5224,DSCR8
5225,DSCR9
5226,DSEL
5227,DSE
5228,DSG1
5229,DSG2
5230,DSG3
5231,DSG4
5232,DSN1
5233,DSPP
5234,DSP
5235,DSTN
5236,DSTYK
5237,DST
5238,DTD1
5239,DTHD1
5240,DTL
5241,DTNA
5242,DTNBP1
5243,DTNB
5244,DTWD1
5245,DTWD2
5246,DTX1
5247,DTX2
5248,DTX3L
5249,DTX3
5250,DTX4
5251,DTYMK
5252,CTDNEP1
5253,DUOX1
5254,DUOX2
5255,DUOXA1
5256,DUOXA2
5257,DUPD1
5258,DUS1L
5259,DUS2
5260,DUS3L
5261,DUS4L
5262,DUSP10
5263,DUSP11
5264,DUSP12
5265,DUSP13
5266,DUSP14
5267,DUSP15
5268,DUSP16
5269,DUSP18
5270,DUSP19
5271,DUSP1
5272,DUSP21
5273,DUSP22
5274,DUSP23
5275,DUSP26
5276,DUSP27
5277,DUSP28
5278,DUSP2
5279,DUSP3
5280,DUSP4
5281,DUSP5P1
5282,DUSP5
5283,DUSP6
5284,DUSP7
5285,DUSP8
5286,DUSP9
5287,DUT
5288,DUX4
5289,DUXA
5290,DVL1
5291,DVL2
5292,DVL3
5293,COL6A4P1
5294,DYDC1
5295,DYDC2
5296,DYM
5297,DYNC1H1
5298,DYNC1I1
5299,DYNC1I2
5300,DYNC1LI1
5301,DYNC1LI2
5302,DYNC2H1
5303,DYNC2LI1
5304,DYNLL1
5305,DYNLL2
5306,DYNLRB1
5307,DYNLRB2
5308,DYNLT1
5309,DYNLT3
5310,DYRK1A
5311,DYRK1B
5312,DYRK2
5313,DYRK3
5314,DYRK4
5315,PPP1R27
5316,DYSF
5317,DYTN
5318,DNAAF4
5319,DZIP1L
5320,DZIP1
5321,DZIP3
5322,E2F1
5323,E2F2
5324,E2F3
5325,E2F4
5326,E2F5
5327,E2F6
5328,E2F7
5329,E2F8
5330,E4F1
5331,EAF1
5332,EAF2
5333,EAPP
5334,EARS2
5335,EBAG9
5336,EBF1
5337,EBF2
5338,EBF3
5339,EBF4
5340,EBI3
5341,EBNA1BP2
5342,EBPL
5343,EBP
5344,ECD
5345,ECE1
5346,ECE2
5347,ECEL1
5348,ECH1
5349,ECHDC1
5350,ECHDC2
5351,ECHDC3
5352,ECHS1
5353,ECM1
5354,ECM2
5355,ECSCR
5356,ECSIT
5357,ECT2L
5358,ECT2
5359,EDA2R
5360,EDARADD
5361,EDAR
5362,EDA
5363,EDC3
5364,EDC4
5365,EDDM3A
5366,EDDM3B
5367,EDEM1
5368,EDEM2
5369,EDEM3
5370,EDF1
5371,EDIL3
5372,EDN1
5373,EDN2
5374,EDN3
5375,EDNRA
5376,EDNRB
5377,EEA1
5378,EED
5379,EEF1A1P9
5380,EEF1A1
5381,EEF1A2
5382,EEF1B2
5383,EEF1DP3
5384,EEF1D
5385,EEF1E1
5386,EEF1G
5387,EEF2K
5388,EEF2
5389,EEFSEC
5390,EEPD1
5391,EFCAB10
5392,EFCAB1
5393,EFCAB2
5394,EFCAB3
5395,CRACR2B
5396,CRACR2A
5397,EFCAB5
5398,EFCAB6
5399,EFCAB7
5400,EFEMP1
5401,EFEMP2
5402,MICU2
5403,MICU3
5404,EFHB
5405,EFHC1
5406,EFHC2
5407,EFHD1
5408,EFHD2
5409,EFNA1
5410,EFNA2
5411,EFNA3
5412,EFNA4
5413,EFNA5
5414,EFNB1
5415,EFNB2
5416,EFNB3
5417,EFR3A
5418,EFR3B
5419,EFS
5420,EFL1
5421,EFTUD2
5422,EGFL6
5423,EGFL7
5424,EGFL8
5425,EGFLAM
5426,EGFR
5427,EGF
5428,EGLN1
5429,EGLN2
5430,EGLN3
5431,EGOT
5432,EGR1
5433,EGR2
5434,EGR3
5435,EGR4
5436,EHBP1L1
5437,EHBP1
5438,EHD1
5439,EHD2
5440,EHD3
5441,EHD4
5442,EHF
5443,EHHADH
5444,EHMT1
5445,EHMT2
5446,EI24
5447,EID1
5448,EID2B
5449,EID2
5450,EID3
5451,EIF1AD
5452,EIF1AX
5453,EIF1AY
5454,EIF1B
5455,EIF1
5456,EIF2AK1
5457,EIF2AK2
5458,EIF2AK3
5459,EIF2AK4
5460,EIF2A
5461,EIF2B1
5462,EIF2B2
5463,EIF2B3
5464,EIF2B4
5465,EIF2B5
5466,AGO1
5467,AGO2
5468,AGO3
5469,AGO4
5470,EIF2S1
5471,EIF2S2
5472,EIF2S3
5473,EIF3A
5474,EIF3B
5475,EIF3CL
5476,EIF3C
5477,EIF3D
5478,EIF3E
5479,EIF3F
5480,EIF3G
5481,EIF3H
5482,EIF3IP1
5483,EIF3I
5484,EIF3J
5485,EIF3K
5486,EIF3L
5487,EIF3M
5488,EIF4A1
5489,EIF4A2
5490,EIF4A3
5491,EIF4B
5492,EIF4E1B
5493,EIF4E2
5494,EIF4E3
5495,EIF4EBP1
5496,EIF4EBP2
5497,EIF4EBP3
5498,EIF4ENIF1
5499,EIF4E
5500,EIF4G1
5501,EIF4G2
5502,EIF4G3
5503,EIF4H
5504,EIF5A2
5505,EIF5AL1
5506,EIF5A
5507,EIF5B
5508,EIF5
5509,EIF6
5510,ELAC1
5511,ELAC2
5512,ELANE
5513,ELAVL1
5514,ELAVL2
5515,ELAVL3
5516,ELAVL4
5517,ELF1
5518,ELF2
5519,ELF3
5520,ELF4
5521,ELF5
5522,ELFN1
5523,ELFN2
5524,ELK1
5525,ELK3
5526,ELK4
5527,ELL2
5528,ELL3
5529,ELL
5530,ELMO1
5531,ELMO2
5532,ELMO3
5533,ELMOD1
5534,ELMOD2
5535,ELMOD3
5536,ELN
5537,ELOF1
5538,ELOVL1
5539,ELOVL2
5540,ELOVL3
5541,ELOVL4
5542,ELOVL5
5543,ELOVL6
5544,ELOVL7
5545,DBIL5P
5546,ELP2
5547,ELP3
5548,ELP4
5549,ELSPBP1
5550,ADGRL4
5551,EMB
5552,EMCN
5553,EMD
5554,EME1
5555,EME2
5556,EMG1
5557,EMID1
5558,COL26A1
5559,EMILIN1
5560,EMILIN2
5561,EMILIN3
5562,EML1
5563,EML2
5564,EML3
5565,EML4
5566,EML5
5567,EML6
5568,EMP1
5569,EMP2
5570,EMP3
5571,ADGRE1
5572,ADGRE2
5573,ADGRE3
5574,ADGRE4P
5575,EMX1
5576,EMX2OS
5577,EMX2
5578,EN1
5579,EN2
5580,ENAH
5581,ENAM
5582,ENC1
5583,ENDOD1
5584,ENDOG
5585,ENDOU
5586,ENGASE
5587,ENG
5588,ENHO
5589,ENKUR
5590,ENO1
5591,ENO2
5592,ENO3
5593,ENOPH1
5594,ENOSF1
5595,ENOX1
5596,ENOX2
5597,ENPEP
5598,ENPP1
5599,ENPP2
5600,ENPP3
5601,ENPP4
5602,ENPP5
5603,ENPP6
5604,ENPP7
5605,ENSA
5606,ENTHD1
5607,ENTPD1
5608,ENTPD2
5609,ENTPD3
5610,ENTPD4
5611,ENTPD5
5612,ENTPD6
5613,ENTPD7
5614,ENTPD8
5615,ENY2
5616,EOMES
5617,EP300
5618,EP400P1
5619,EP400
5620,EPAS1
5621,EPB41L1
5622,EPB41L2
5623,EPB41L3
5624,EPB41L4A
5625,EPB41L4B
5626,EPB41L5
5627,EPB41
5628,EPB42
5629,DMTN
5630,EPC1
5631,EPC2
5632,EPCAM
5633,EPDR1
5634,EPGN
5635,EPHA10
5636,EPHA1
5637,EPHA2
5638,EPHA3
5639,EPHA4
5640,EPHA5
5641,EPHA6
5642,EPHA7
5643,EPHA8
5644,EPHB1
5645,EPHB2
5646,EPHB3
5647,EPHB4
5648,EPHB6
5649,EPHX1
5650,EPHX2
5651,EPHX3
5652,EPHX4
5653,EPM2AIP1
5654,EPM2A
5655,EPN1
5656,EPN2
5657,EPN3
5658,EPOR
5659,EPO
5660,EPPK1
5661,EPR1
5662,EPRS
5663,EPS15L1
5664,EPS15
5665,EPS8L1
5666,EPS8L2
5667,EPS8L3
5668,EPS8
5669,EPSTI1
5670,SELENOI
5671,EPX
5672,EPYC
